Current_connection,City,Region,Nationality,Gender,Exact_Age,Connection,Segment,Performance,Preference,TRIM_Index,Communication,Communication,Proposition,Sales_Experience,Opt_inout,Network_Satisfaction,Customer_Support,Billing_Payment,Website_performance,Mobileapp_satisfaction,Performance_SNS_Promotions
Mobily,Other,Others,Nationals,Male,50,PrepaidData,Data,3,3,50,5,0,0,,0,0,,0,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,39,PostpaidData,Data,3,4,75,6,0,1,,1,0,,0,0,0,
Mobily,JEDDAH,Western,Expat Asians,Male,36,PostpaidData,Data,5,4,125,10,1,1,,1,1,1,1,1,1,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,55,PrepaidData,Data,4,3,75,,,,,0,1,1,0,,0,
Mobily,JEDDAH,Western,Nationals,Male,28,PostpaidData,Data,4,5,125,3,0,0,,,0,,1,0,,0
Mobily,AR RIYADH,Central,Expat Arabs,Male,33,PostpaidData,Data,4,4,100,,,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,,PrepaidData,Data,3,3,50,8,0,0,,1,0,1,1,1,1,
Mobily,AL KHUBAR,Eastern,Nationals,Male,30,PrepaidData,Data,5,3,100,8,0,1,,1,1,,0,,0,
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,23,PostpaidData,Data,3,4,75,6,0,1,,0,0,1,0,0,0,
Mobily,JEDDAH,Western,Nationals,Female,54,PostpaidData,Data,1,1,-50,5,0,0,,0,0,0,0,0,0,
Mobily,JIZAN,South,Nationals,Male,62,PostpaidData,Data,5,5,150,10,1,1,,1,1,1,0,,,
Mobily,BURAYDAH,Central,Nationals,Female,40,PrepaidData,Data,5,2,75,,,1,,0,0,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,33,PostpaidData,Data,3,3,50,5,0,1,,1,0,,0,,0,
Mobily,ABHA,South,Expat Arabs,Female,45,PostpaidData,Data,5,5,150,10,1,0,,1,1,,0,,,
Mobily,Other,Others,Nationals,Male,32,PrepaidData,Data,4,3,75,4,0,0,,0,0,0,1,0,0,
Mobily,AL QURAYYAT,Northern,Nationals,Male,18,PostpaidData,Data,4,4,100,10,1,0,,0,0,1,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,28,PostpaidData,Data,4,3,75,6,0,1,,0,0,,0,0,0,
Mobily,AR RIYADH,Central,Nationals,Male,40,PostpaidData,Data,1,1,-50,4,0,0,,0,0,0,0,,,
Mobily,AR RIYADH,Central,Nationals,Female,25,PostpaidData,Data,4,5,125,5,0,0,,,0,,,,,
Mobily,BURAYDAH,Central,Expat Arabs,Male,31,PostpaidData,Data,2,3,25,10,1,0,,0,1,1,,,1,1
Mobily,Other,Others,Nationals,Male,37,PrepaidData,Data,2,1,-25,9,1,0,,0,0,,0,1,0,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,32,PostpaidData,Data,4,3,75,7,0,1,,1,1,,0,0,,
Mobily,JEDDAH,Western,Expat Arabs,Male,50,PostpaidData,Data,3,3,50,6,0,0,,1,1,1,0,,1,
Mobily,Other,Others,Expat Arabs,Male,45,PostpaidData,Data,5,4,125,9,1,1,,1,1,,1,1,,1
Mobily,JEDDAH,Western,Nationals,Male,50,PostpaidData,Data,5,5,150,10,1,0,,1,1,,1,1,1,1
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,51,PostpaidData,Data,5,3,100,10,1,1,,1,1,,1,,,
Mobily,ABU ARISH,South,Nationals,Male,29,PostpaidData,Data,4,4,100,8,0,1,,1,1,,0,0,0,
Mobily,JEDDAH,Western,Nationals,Male,55,PostpaidData,Data,3,3,50,6,0,0,,0,0,,0,0,0,
Mobily,JEDDAH,Western,Expat Arabs,Male,28,PrepaidData,Data,3,3,50,5,0,0,,0,0,1,0,,1,
Mobily,JEDDAH,Western,Nationals,Male,42,PostpaidData,Data,4,4,100,8,0,0,,0,0,0,0,,1,
Mobily,JEDDAH,Western,Nationals,Male,47,PostpaidData,Data,4,3,75,8,0,0,,0,0,,0,,,
Mobily,AT TAIF,Western,Nationals,Male,34,PostpaidData,Data,5,5,150,10,1,1,,1,1,1,1,,1,
Mobily,JIZAN,South,Nationals,Female,39,PostpaidData,Data,4,1,25,10,1,1,,1,0,,1,1,,0
Mobily,AL QATIF,Eastern,Nationals,Male,44,PostpaidData,Data,2,3,25,,,0,,0,0,,,0,,
Mobily,Other,Others,Nationals,Male,33,PostpaidData,Data,4,5,125,7,0,1,,1,1,,0,,,
Mobily,Other,Others,Nationals,Male,55,PrepaidData,Data,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,40,PrepaidData,Data,3,1,0,,,0,,1,1,,1,,,
Mobily,Other,Others,Nationals,Male,53,PrepaidData,Data,4,4,100,,,0,,0,0,0,0,,,
Mobily,Other,Others,Nationals,Male,40,PostpaidData,Data,5,5,150,9,1,1,,1,0,,1,0,0,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,25,PostpaidData,Data,3,2,25,4,0,0,,0,1,,0,0,,
Mobily,JEDDAH,Western,Expat Arabs,Male,39,PostpaidData,Data,1,1,-50,1,0,0,,0,0,,0,0,,
Mobily,Other,Others,Nationals,Male,28,PostpaidData,Data,4,3,75,10,1,0,,1,0,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,25,PostpaidData,Data,5,5,150,9,1,1,,1,1,,0,,,0
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,50,PostpaidData,Data,4,5,125,9,1,1,,0,1,1,1,0,1,
Mobily,AR RIYADH,Central,Nationals,Male,60,PostpaidData,Data,3,3,50,4,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,47,PostpaidData,Data,1,1,-50,4,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,30,PostpaidData,Data,3,3,50,5,0,0,,0,0,0,0,0,0,
Mobily,AR RIYADH,Central,Nationals,Male,36,PrepaidData,Data,5,5,150,10,1,1,,1,0,1,1,1,1,0
Mobily,SAKAKA,Northern,Nationals,Male,17,PostpaidData,Data,4,3,75,10,1,1,1,1,1,1,1,,,
Mobily,TABUK,Northern,Nationals,Male,33,PostpaidData,Data,4,4,100,8,0,0,,0,0,,0,,0,
Mobily,JEDDAH,Western,Nationals,Male,25,PostpaidData,Data,4,4,100,,,1,,1,1,1,1,,,1
Mobily,JEDDAH,Western,Nationals,Male,21,PostpaidData,Data,3,4,75,10,1,1,,1,0,,1,,,1
Mobily,AR RIYADH,Central,Nationals,Male,45,PostpaidData,Data,3,4,75,9,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,25,PostpaidData,Data,3,3,50,7,0,0,,0,0,0,0,,,
Mobily,JEDDAH,Western,Nationals,Male,30,PrepaidData,Data,5,4,125,6,0,1,,1,1,,1,,,
Mobily,AT TAIF,Western,Nationals,Male,22,PrepaidData,Data,4,3,75,7,0,0,,1,1,,0,1,1,1
Mobily,Other,Others,Nationals,Male,45,PostpaidData,Data,3,2,25,8,0,0,,0,0,0,0,0,,
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,17,PostpaidData,Data,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AL KHUBAR,Eastern,Nationals,Female,36,PostpaidData,Data,3,3,50,8,0,1,,1,0,,1,,,1
Mobily,AT TAIF,Western,Nationals,Male,30,PrepaidData,Data,4,4,100,10,1,1,,1,0,1,1,1,1,
Mobily,HAIL,Northern,Nationals,Male,22,PrepaidData,Data,5,5,150,10,1,1,,1,1,1,1,,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,49,PrepaidData,Data,5,5,150,8,0,0,,1,1,,1,,1,
Mobily,AR RIYADH,Central,Expat Arabs,Male,34,PostpaidData,Data,4,5,125,8,0,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,30,PostpaidData,Data,2,3,25,6,0,0,,0,0,0,0,,0,0
Mobily,AD DAMMAM,Eastern,Nationals,Female,38,PostpaidData,Data,3,3,50,8,0,1,,1,0,,1,,1,
Mobily,AR RIYADH,Central,Expat Arabs,Male,57,PostpaidData,Data,3,4,75,4,0,0,,0,0,,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,23,PostpaidData,Data,4,5,125,10,1,1,,1,1,1,1,1,1,1
Mobily,JEDDAH,Western,Nationals,Male,65,PrepaidData,Data,4,1,25,8,0,0,,0,0,,0,,0,
Mobily,Other,Others,Nationals,Male,43,PostpaidData,Data,4,4,100,10,1,1,,1,1,,1,,1,
Mobily,AR RIYADH,Central,Nationals,Female,32,PostpaidData,Data,5,5,150,9,1,1,,1,1,1,1,,0,1
Mobily,AR RIYADH,Central,Nationals,Male,40,PostpaidData,Data,3,3,50,,,,,0,0,,,,,
Mobily,AR RIYADH,Central,Nationals,Male,46,PrepaidData,Data,3,2,25,6,0,0,,0,0,,0,,,
Mobily,Other,Others,Nationals,Male,30,PostpaidData,Data,1,1,-50,0,0,0,,0,0,,0,,,
Mobily,JIZAN,South,Nationals,Male,44,PrepaidData,Data,5,5,150,10,1,1,,1,1,,1,,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,28,PostpaidData,Data,3,3,50,0,0,0,,,0,0,0,0,0,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,48,PostpaidData,Data,4,4,100,9,1,1,,0,1,1,1,0,,
Mobily,AR RIYADH,Central,Nationals,Female,32,PostpaidData,Data,5,4,125,,,,,1,0,,1,,,
Mobily,AR RIYADH,Central,Nationals,Female,30,PostpaidData,Data,3,3,50,5,0,0,,1,0,,0,,,
Mobily,AT TAIF,Western,Nationals,Male,22,PostpaidData,Data,5,2,75,8,0,1,,1,1,,1,,,
Mobily,Other,Others,Nationals,Male,35,PostpaidData,Data,4,3,75,10,1,0,,0,0,,1,0,0,
Mobily,Other,Others,Nationals,Male,31,PrepaidData,Data,4,4,100,5,0,1,,1,0,,0,,,
Mobily,Other,Others,Nationals,Male,60,PostpaidData,Data,1,3,0,9,1,0,,0,0,1,1,,0,
Mobily,ABHA,South,Expat Arabs,Male,20,PrepaidData,Data,5,5,150,10,1,1,,1,1,,,,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,25,PostpaidData,Data,4,3,75,10,1,1,,0,1,1,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,31,PostpaidData,Data,2,1,-25,6,0,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,44,PostpaidData,Data,3,5,100,5,0,1,,1,1,,0,0,1,
Mobily,AR RIYADH,Central,Nationals,Female,56,PostpaidData,Data,5,3,100,8,0,1,,0,1,1,0,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,24,PostpaidData,Data,3,3,50,7,0,1,,0,0,,0,,1,
Mobily,AR RIYADH,Central,Nationals,Male,27,PostpaidData,Data,5,3,100,10,1,1,,1,1,,1,0,1,1
Mobily,JEDDAH,Western,Nationals,Female,54,PrepaidData,Data,4,3,75,,,,,,0,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,47,PrepaidData,Data,4,4,100,9,1,1,,1,1,1,1,1,1,1
Mobily,AL KHABRA',Central,Nationals,Male,20,PostpaidData,Data,3,3,50,5,0,0,,0,0,,0,0,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,38,PostpaidData,Data,5,4,125,8,0,1,,1,1,1,1,,,
Mobily,Other,Others,Nationals,Male,40,PostpaidData,Data,2,3,25,0,0,0,,0,0,0,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,44,PostpaidData,Data,4,4,100,6,0,0,,0,0,,,0,0,
Mobily,JEDDAH,Western,Nationals,Female,52,PrepaidData,Data,2,5,75,10,1,0,,1,1,,1,,,
Mobily,Other,Others,Nationals,Male,38,PostpaidData,Data,3,4,75,8,0,0,,0,0,0,0,,,
Mobily,Other,Others,Nationals,Female,60,PrepaidData,Data,5,5,150,7,0,1,,1,1,0,1,1,1,
Mobily,AT TAIF,Western,Nationals,Male,31,PostpaidData,Data,5,4,125,10,1,1,,1,1,0,1,1,1,
Mobily,JEDDAH,Western,Nationals,Male,35,PrepaidData,Data,5,5,150,10,1,1,,1,1,,1,0,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,28,PostpaidData,Data,3,3,50,9,1,0,,1,1,,0,,,
Mobily,JEDDAH,Western,Expat Asians,Male,37,PostpaidData,Data,4,4,100,8,0,0,,1,0,,1,0,,
Mobily,AR RIYADH,Central,Nationals,Male,48,PostpaidData,Data,4,3,75,8,0,1,,1,0,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,36,PrepaidData,Data,2,3,25,8,0,0,,0,0,1,0,,,0
Mobily,YANBU AN NAKHL,Northern,Nationals,Male,22,PostpaidData,Data,2,2,0,10,1,0,,1,0,,0,,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,40,PostpaidData,Data,4,4,100,9,1,1,,0,1,1,0,0,0,
Mobily,AR RIYADH,Central,Expat Arabs,Male,29,PrepaidData,Data,4,4,100,4,0,0,,0,0,1,0,0,0,
Mobily,Other,Others,Nationals,Male,29,PostpaidData,Data,3,3,50,10,1,1,,1,0,1,1,,1,
Mobily,AR'AR,Northern,Nationals,Male,43,PostpaidData,Data,2,3,25,5,0,0,,0,0,,0,1,0,0
Mobily,ABHA,South,Nationals,Male,37,PostpaidData,Data,3,2,25,5,0,0,,0,0,0,0,0,0,
Mobily,JEDDAH,Western,Nationals,Male,37,PostpaidData,Data,4,3,75,10,1,0,,1,0,1,0,,1,
Mobily,JEDDAH,Western,Nationals,Male,24,PrepaidData,Data,5,5,150,10,1,1,,1,1,1,1,,,0
Mobily,JEDDAH,Western,Nationals,Male,25,PostpaidData,Data,4,3,75,7,0,1,,1,0,1,0,0,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,26,PostpaidData,Data,2,4,50,0,0,0,,0,0,,1,,1,
Mobily,Other,Others,Expat Arabs,Male,50,PostpaidData,Data,4,1,25,9,1,0,,1,1,,1,,,
Mobily,ABHA,South,Nationals,Male,36,PostpaidData,Data,2,2,0,4,0,0,,0,0,,0,,0,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,30,PrepaidData,Data,2,2,0,5,0,0,,1,0,,0,0,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,26,PostpaidData,Data,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,31,PostpaidData,Data,4,4,100,0,0,0,,0,0,1,0,0,1,1
Mobily,JEDDAH,Western,Nationals,Male,52,PostpaidData,Data,4,4,100,10,1,1,,1,1,,1,,,
Mobily,AL KHUBAR,Eastern,Expat Arabs,Male,48,PostpaidData,Data,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,36,PostpaidData,Data,4,3,75,5,0,0,,0,1,,0,1,,
Mobily,AR RIYADH,Central,Expat Asians,Male,,PostpaidData,Data,5,5,150,8,0,1,,1,1,,0,0,0,
Mobily,AR RIYADH,Central,Nationals,Male,35,PostpaidData,Data,3,4,75,10,1,1,,1,1,,1,1,1,
Mobily,JEDDAH,Western,Expat Arabs,Female,37,PostpaidData,Data,5,4,125,10,1,1,,1,1,1,1,1,,
Mobily,ABU ARISH,South,Expat Arabs,Male,34,PostpaidData,Data,4,4,100,7,0,1,,1,0,,0,,,
Mobily,Other,Others,Expat Arabs,Male,48,PostpaidData,Data,3,1,0,6,0,0,,0,0,0,0,0,0,
Mobily,Other,Others,Nationals,Male,50,PostpaidData,Data,3,5,100,8,0,0,,1,1,1,0,,,1
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,30,PostpaidData,Data,5,5,150,8,0,0,,1,1,,1,0,,0
Mobily,SABYA,South,Nationals,Male,38,PrepaidData,Data,3,4,75,6,0,0,,0,1,,1,1,,
Mobily,HAFAR AL BATIN,Eastern,Nationals,Female,20,PostpaidData,Data,5,5,150,8,0,1,1,1,1,1,1,1,1,1
Mobily,AR RIYADH,Central,Expat Arabs,Male,28,PostpaidData,Data,5,5,150,10,1,1,,1,1,1,1,1,1,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,22,PostpaidData,Data,5,5,150,10,1,1,,0,1,,0,0,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,24,PostpaidData,Data,4,4,100,10,1,1,,1,1,,1,,1,
Mobily,Other,Others,Nationals,Male,40,PrepaidData,Data,2,1,-25,3,0,0,,0,0,0,0,0,0,
Mobily,AD DAMMAM,Eastern,Nationals,Male,25,PostpaidData,Data,4,4,100,3,0,0,,1,1,1,1,,,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,49,PostpaidData,Data,4,5,125,10,1,1,,1,1,,0,1,1,
Mobily,AR RIYADH,Central,Nationals,Male,19,PrepaidData,Data,5,5,150,10,1,1,1,1,1,1,1,1,1,1
Mobily,Other,Others,Nationals,Male,53,PostpaidData,Data,2,3,25,10,1,1,,,0,,0,,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,23,PostpaidData,Data,3,5,100,,,0,,1,1,,1,,,
Mobily,SAKAKA,Northern,Expat Arabs,Male,47,PrepaidData,Data,3,2,25,8,0,0,,0,1,1,0,0,0,0
Mobily,AR RIYADH,Central,Expat Arabs,Male,25,PrepaidData,Data,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,40,PrepaidData,Data,4,2,50,7,0,,1,0,0,0,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,32,PostpaidData,Data,5,4,125,3,0,1,,1,1,1,1,,1,
Mobily,AR RIYADH,Central,Expat Arabs,Male,40,PrepaidData,Data,3,3,50,6,0,0,,0,0,0,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,54,PostpaidData,Data,1,1,-50,0,0,0,,0,0,,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,56,PrepaidData,Data,3,4,75,5,0,0,,0,0,,0,,,
Mobily,Other,Others,Nationals,Male,40,PostpaidData,Data,4,3,75,6,0,0,,0,0,1,0,,,0
Mobily,AL KHUBAR,Eastern,Nationals,Male,21,PostpaidData,Data,2,2,0,,,0,,0,0,,0,,1,
Mobily,JEDDAH,Western,Nationals,Male,55,PostpaidData,Data,5,3,100,10,1,1,,1,1,,0,,,
Mobily,TABUK,Northern,Expat Arabs,Male,35,PrepaidData,Data,4,3,75,10,1,1,,1,0,1,1,1,1,1
Mobily,JEDDAH,Western,Nationals,Male,28,PostpaidData,Data,3,3,50,,,0,,0,0,0,0,,0,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,50,PostpaidData,Data,4,4,100,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,23,PostpaidData,Data,5,1,50,10,1,0,,1,0,,0,0,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,48,PostpaidData,Data,5,5,150,10,1,,,1,1,,1,,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,41,PostpaidData,Data,3,3,50,3,0,0,,0,0,,0,,,
Mobily,AL QURAYYAT,Northern,Nationals,Male,41,PrepaidData,Data,4,3,75,8,0,1,,1,0,,1,1,,
Mobily,AL QATIF,Eastern,Nationals,Male,43,PostpaidData,Data,3,4,75,8,0,0,,0,0,,1,,,
Mobily,JEDDAH,Western,Expat Arabs,Female,33,PrepaidData,Data,4,3,75,8,0,1,,1,1,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,35,PostpaidData,Data,2,1,-25,4,0,0,,,0,0,0,0,,0
Mobily,AT TAIF,Western,Nationals,Male,27,PostpaidData,Data,4,3,75,5,0,0,,1,0,1,1,0,1,
Mobily,HAFAR AL BATIN,Eastern,Nationals,Male,28,PostpaidData,Data,2,2,0,10,1,0,,1,0,,0,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,46,PostpaidData,Data,5,5,150,,,1,,1,1,1,,,,
Mobily,SAKAKA,Northern,Nationals,Male,21,PostpaidData,Data,5,5,150,0,0,1,,1,1,,1,,1,0
Mobily,AR'AR,Northern,Nationals,Male,39,PostpaidData,Data,5,5,150,,,1,,1,1,,,,,
Mobily,AR RIYADH,Central,Nationals,Male,28,PostpaidData,Data,4,3,75,7,0,1,,0,0,,1,,0,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,40,PostpaidData,Data,4,5,125,9,1,0,,1,1,,0,0,1,
Mobily,TABUK,Northern,Expat Arabs,Male,41,PostpaidData,Data,2,1,-25,10,1,0,,0,0,0,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,51,PostpaidData,Data,4,4,100,9,1,0,0,0,0,1,,,,
Mobily,JEDDAH,Western,Nationals,Male,50,PrepaidData,Data,3,3,50,8,0,0,,1,1,0,0,,1,0
Mobily,AR RIYADH,Central,Nationals,Female,35,PostpaidData,Data,4,5,125,10,1,0,,0,1,,0,,,0
Mobily,SAFWA,Eastern,Nationals,Male,47,PostpaidData,Data,3,3,50,7,0,0,,0,0,1,0,,,
Mobily,JEDDAH,Western,Nationals,Male,39,PostpaidData,Data,4,3,75,4,0,0,,0,0,,,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,,PostpaidData,Data,3,2,25,3,0,0,,0,0,,,,0,
Mobily,JEDDAH,Western,Nationals,Male,30,PostpaidData,Data,2,1,-25,,,0,,,0,,0,1,0,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,33,PostpaidData,Data,3,3,50,6,0,0,,0,1,,0,,0,
Mobily,AR RIYADH,Central,Nationals,Male,24,PostpaidData,Data,4,1,25,8,0,1,,1,0,,1,,,
Mobily,Other,Others,Nationals,Male,50,PostpaidData,Data,4,5,125,10,1,0,,1,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Female,35,PostpaidData,Data,5,4,125,10,1,1,,1,1,,1,,1,1
Mobily,Other,Others,Expat Arabs,Male,38,PostpaidData,Data,4,4,100,8,0,1,,1,0,1,0,,1,
Mobily,HAFAR AL BATIN,Eastern,Nationals,Female,35,PostpaidData,Data,3,2,25,6,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,35,PostpaidData,Data,4,3,75,8,0,0,,0,0,,0,,,
Mobily,NAJRAN,South,Nationals,Male,28,PostpaidData,Data,4,3,75,9,1,0,,1,0,,0,0,0,
Mobily,Other,Others,Nationals,Male,,PostpaidData,Data,5,5,150,10,1,1,,1,1,,1,1,1,
Mobily,JEDDAH,Western,Nationals,Male,52,PostpaidData,Data,4,3,75,8,0,0,,0,0,,0,,,
Mobily,AD DAMMAM,Eastern,Nationals,Female,38,PrepaidData,Data,2,1,-25,10,1,1,,1,1,,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,44,PostpaidData,Data,5,5,150,10,1,0,,1,1,,1,0,1,
Mobily,BURAYDAH,Central,Nationals,Male,32,PostpaidData,Data,4,1,25,7,0,0,,0,1,,,,,
Mobily,TABUK,Northern,Nationals,Male,23,PrepaidData,Data,4,2,50,8,0,0,1,0,0,1,0,0,1,0
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,28,PostpaidData,Data,2,3,25,10,1,1,,1,0,,1,1,1,
Mobily,JIZAN,South,Nationals,Male,,PostpaidData,Data,5,5,150,10,1,1,,1,1,,1,1,1,
Mobily,JIZAN,South,Expat Arabs,Male,40,PrepaidData,Data,5,5,150,7,0,1,,1,1,,,,,
Mobily,AT TAIF,Western,Nationals,Female,27,PrepaidData,Data,5,5,150,10,1,1,,1,1,1,1,1,1,1
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,26,PrepaidData,Data,5,5,150,10,1,1,,1,1,,0,,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,34,PostpaidData,Data,4,3,75,10,1,1,,1,0,1,1,1,,
Mobily,JEDDAH,Western,Nationals,Male,46,PostpaidData,Data,1,1,-50,0,0,0,0,0,0,0,0,0,0,0
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,28,PostpaidData,Data,2,2,0,3,0,1,,0,0,1,0,1,0,1
Mobily,ADH DHAHRAN,Eastern,Nationals,Male,30,PostpaidData,Data,1,1,-50,1,0,0,,0,0,,,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,26,PrepaidData,Data,4,4,100,10,1,,,1,0,,,0,1,
Mobily,AR RIYADH,Central,Nationals,Male,20,PostpaidData,Data,5,4,125,10,1,1,,1,1,,1,,1,
Mobily,AT TAIF,Western,Nationals,Male,37,PostpaidData,Data,5,4,125,10,1,1,,1,1,1,1,1,1,
Mobily,JEDDAH,Western,Nationals,Male,26,PostpaidData,Data,5,5,150,10,1,1,,1,1,,1,1,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,35,PostpaidData,Data,4,2,50,10,1,1,,0,1,0,1,0,,
Mobily,JEDDAH,Western,Expat Asians,Female,40,PostpaidData,Data,4,4,100,9,1,1,,1,1,,1,1,,1
Mobily,JEDDAH,Western,Nationals,Male,40,PostpaidData,Data,2,2,0,4,0,0,,0,0,,,0,0,0
Mobily,AR RIYADH,Central,Expat Asians,Male,49,PostpaidData,Data,3,3,50,7,0,0,,0,0,,0,0,0,0
Mobily,AD DAMMAM,Eastern,Nationals,Male,30,PostpaidData,Data,3,4,75,7,0,0,,0,0,,1,0,1,0
Mobily,AR RIYADH,Central,Nationals,Male,43,PostpaidData,Data,2,2,0,10,1,1,,1,0,,0,0,1,
Mobily,AR RIYADH,Central,Nationals,Male,29,PostpaidData,Data,5,5,150,10,1,1,,1,1,,1,0,0,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,30,PostpaidData,Data,3,3,50,5,0,0,,0,0,,0,0,,0
Mobily,YANBU AL BAHAR,Northern,Expat Arabs,Male,33,PostpaidData,Data,4,3,75,9,1,1,,1,1,1,1,1,1,1
Mobily,HAFAR AL BATIN,Eastern,Nationals,Male,21,PostpaidData,Data,2,1,-25,10,1,1,,1,1,,1,,,
Mobily,Other,Others,Nationals,Male,35,PostpaidData,Data,3,3,50,2,0,0,,0,0,,0,,,
Mobily,YANBU AL BAHAR,Northern,Nationals,Male,30,PostpaidData,Data,4,5,125,10,1,1,,1,1,,1,1,1,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,36,PrepaidData,Data,4,3,75,8,0,1,1,1,1,1,1,,1,
Mobily,JEDDAH,Western,Nationals,Female,24,PostpaidData,Data,4,5,125,10,1,1,,1,1,,0,,,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,30,PostpaidData,Data,5,5,150,0,0,1,,1,1,,1,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,40,PostpaidData,Data,5,3,100,10,1,0,,1,1,1,1,0,1,1
Mobily,AD DAMMAM,Eastern,Nationals,Male,44,PostpaidData,Data,5,5,150,10,1,1,,1,1,1,1,,1,0
Mobily,AR RIYADH,Central,Expat Arabs,Male,44,PostpaidData,Data,4,4,100,10,1,1,,1,1,,1,1,,
Mobily,JEDDAH,Western,Nationals,Male,52,PrepaidData,Data,5,3,100,2,0,0,,1,1,,1,,,
Mobily,JEDDAH,Western,Expat Arabs,Female,38,PostpaidData,Data,5,3,100,8,0,1,,1,0,,1,,1,
Mobily,AL QAYSUMAH,Eastern,Nationals,Male,40,PostpaidData,Data,1,3,0,4,0,0,,0,0,0,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,40,PostpaidData,Data,3,3,50,5,0,0,,0,0,,0,0,0,
