Current_connection,City,Region,Nationality,Gender,Exact_Age,Connection,Segment,Performance,Preference,TRIM_Index,Communication,Proposition,Sales_Experience,Opt_inout,Network_Satisfaction,Customer_Support,Billing_Payment,Website_performance,Mobileapp_satisfaction,Performance_SNS_Promotions
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,27,Prepaid,LV,5,4,125,10,8,,8,10,,9,8,,10
Mobily,AR RIYADH,Central,Expat Asians,Male,30,Prepaid,LV,5,3,100,10,10,,10,10,10,10,10,10,10
Mobily,Other,Others,Nationals,Female,43,Postpaid,VLV,4,4,100,9,6,,8,8,,8,,,
Mobily,Other,Others,Expat Asians,Male,45,Prepaid,VLV,5,5,150,10,10,,10,10,,10,,,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,35,Prepaid,VLV,4,3,75,5,6,,6,8,8,4,,6,3
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,35,Prepaid,MV,4,3,75,10,8,,10,10,10,10,8,10,10
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Postpaid,HV,5,4,125,10,10,,,10,,10,,,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,48,Prepaid,VLV,5,4,125,8,8,,9,9,,9,,7,
Mobily,KHAMIS MUSHAYT,South,Expat Arabs,Male,36,Prepaid,VLV,3,1,0,1,0,,0,5,,5,10,8,5
Mobily,Other,Others,Expat Arabs,Male,29,Prepaid,VLV,4,5,125,10,10,,10,10,10,9,,8,
Mobily,Other,Others,Nationals,Female,26,Postpaid,HV,3,5,100,10,7,,7,4,,3,,8,
Mobily,Other,Others,Expat Arabs,Male,23,Prepaid,LV,4,5,125,10,10,,10,10,,8,10,,10
Mobily,JEDDAH,Western,Nationals,Female,34,Prepaid,VLV,5,5,150,10,10,,10,10,,10,,,
Mobily,TABUK,Northern,Nationals,Male,29,Postpaid,VHV,5,5,150,10,9,,10,10,,10,9,,
Mobily,AR RIYADH,Central,Expat Asians,Female,34,Prepaid,VLV,4,3,75,10,10,,10,10,,10,,,
Mobily,YANBU AN NAKHL,Northern,Nationals,Male,39,Postpaid,VLV,3,3,50,9,6,,10,5,10,8,4,10,
Mobily,Other,Others,Nationals,Male,26,Prepaid,LV,4,4,100,10,9,,10,8,,9,,,
Mobily,AR RIYADH,Central,Nationals,Male,29,Prepaid,VLV,2,2,0,6,5,,8,5,,10,4,,
Mobily,JEDDAH,Western,Nationals,Male,23,Postpaid,MV,4,5,125,8,10,,9,9,9,9,,9,9
Mobily,SAKAKA,Northern,Nationals,Male,43,Postpaid,VHV,2,2,0,7,8,,8,8,6,9,,,
Mobily,AR RIYADH,Central,Nationals,Female,27,Postpaid,LV,4,5,125,9,8,,8,7,,8,,10,
Mobily,HAFAR AL BATIN,Eastern,Expat Arabs,Male,38,Postpaid,HV,4,3,75,10,10,,10,10,,10,,10,
Mobily,AR RIYADH,Central,Nationals,Male,35,Postpaid,VHV,4,3,75,6,5,,7,4,5,4,6,7,
Mobily,JIZAN,South,Expat Arabs,Male,44,Prepaid,VLV,3,3,50,7,8,,5,9,,,,,6
Mobily,ABHA,South,Nationals,Male,42,Prepaid,VHV,4,3,75,9,9,,9,9,,10,,,
Mobily,AR RIYADH,Central,Nationals,Male,30,Prepaid,MV,4,4,100,6,7,8,,8,10,,9,,
Mobily,AL BAHA,South,Nationals,Male,37,Prepaid,VHV,3,4,75,9,10,,10,3,,,,8,10
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,31,Prepaid,VLV,5,4,125,10,10,,8,10,10,10,9,,
Mobily,AR RIYADH,Central,Expat Asians,Male,32,Prepaid,VLV,4,5,125,10,10,,10,10,,10,,10,10
Mobily,AR RIYADH,Central,Nationals,Male,32,Postpaid,VHV,3,4,75,10,2,,2,1,,10,,10,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,38,Prepaid,HV,3,3,50,7,8,,7,8,,9,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,,Prepaid,VLV,4,3,75,7,7,,,8,,9,,,
Mobily,AR RASS,Central,Expat Asians,Male,34,Postpaid,LV,4,5,125,7,9,,7,10,,8,9,9,8
Mobily,Other,Others,Expat Arabs,Male,29,Prepaid,LV,4,4,100,9,10,,10,9,10,10,10,10,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Asians,Male,26,Prepaid,LV,5,4,125,10,10,,10,8,10,10,10,10,
Mobily,HAIL,Northern,Expat Arabs,Male,43,Postpaid,VLV,5,3,100,5,7,,8,8,,8,,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,36,Postpaid,VHV,4,4,100,10,10,,9,10,,10,,,
Mobily,Other,Others,Expat Arabs,Male,25,Postpaid,VHV,4,4,100,0,10,,7,10,,,9,7,10
Mobily,Other,Others,Nationals,Male,37,Prepaid,VLV,4,4,100,7,7,,5,7,7,7,8,9,
Mobily,Other,Others,Nationals,Male,28,Prepaid,VHV,4,5,125,,10,,8,6,10,9,,,10
Mobily,AL QURAYYAT,Northern,Expat Asians,Male,30,Prepaid,LV,4,4,100,8,8,,8,8,,8,5,,
Mobily,JEDDAH,Western,Nationals,Female,26,Postpaid,LV,5,5,150,9,10,,10,10,,10,,,
Mobily,JEDDAH,Western,Nationals,Male,29,Postpaid,MV,5,5,150,8,10,,9,8,,8,,,9
Mobily,Other,Others,Nationals,Male,50,Prepaid,LV,5,4,125,10,10,,10,10,,10,,,
Mobily,Other,Others,Nationals,Male,30,Prepaid,LV,3,3,50,7,9,,7,8,,1,,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Female,30,Prepaid,VLV,5,5,150,10,10,,10,10,,10,,,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,21,Postpaid,HV,5,5,150,10,0,,8,9,10,5,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,47,Prepaid,LV,5,5,150,10,10,,10,10,,10,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,45,Prepaid,VLV,5,5,150,10,10,,10,10,,10,10,,
Mobily,JEDDAH,Western,Nationals,Female,32,Postpaid,MV,4,4,100,10,10,,10,10,10,10,,10,
Mobily,Other,Others,Nationals,Female,24,Postpaid,MV,4,5,125,9,7,,8,6,,10,,10,
Mobily,JEDDAH,Western,Expat Asians,Male,39,Prepaid,VLV,4,3,75,7,8,,8,6,,10,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,30,Prepaid,VLV,4,4,100,7,8,,8,8,,7,7,10,
Mobily,AL JUBAIL,Eastern,Nationals,Male,36,Prepaid,VLV,5,5,150,0,0,,3,6,,2,,,
Mobily,AR RIYADH,Central,Expat Asians,Female,32,Postpaid,LV,4,4,100,8,8,,,8,,,,,
Mobily,Other,Others,Expat Asians,Male,28,Postpaid,VHV,5,5,150,10,10,,10,10,,10,10,10,10
Mobily,Other,Others,Expat Arabs,Male,42,Postpaid,LV,5,4,125,7,8,,9,9,,8,,8,
Mobily,HAIL,Northern,Expat Asians,Male,30,Prepaid,VHV,3,3,50,6,5,7,8,6,,6,,,
Mobily,Other,Others,Expat Asians,Male,40,Postpaid,MV,4,3,75,8,8,,8,7,,9,8,8,
Mobily,Other,Others,Nationals,Female,35,Prepaid,LV,4,4,100,10,4,,5,2,,1,,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,47,Postpaid,HV,5,3,100,10,10,,10,10,,10,10,10,10
Mobily,Other,Others,Nationals,Male,17,Postpaid,VHV,5,1,50,10,2,,10,10,,10,,,
Mobily,Other,Others,Nationals,Female,45,Prepaid,VLV,5,5,150,8,10,,9,10,,10,10,,
Mobily,JEDDAH,Western,Nationals,Female,27,Prepaid,VLV,5,4,125,10,8,,10,10,,5,,10,
Mobily,AR RIYADH,Central,Nationals,Male,36,Postpaid,VHV,3,3,50,7,10,,4,9,,7,,10,
Mobily,AD DAMMAM,Eastern,Nationals,Male,28,Postpaid,LV,3,1,0,3,3,,5,7,9,3,5,7,
Mobily,AT TAIF,Western,Nationals,Female,25,Postpaid,VHV,5,5,150,8,7,,10,9,,,,,
Mobily,Other,Others,Nationals,Male,32,Postpaid,VHV,4,3,75,6,7,,5,5,,6,,,
Mobily,JEDDAH,Western,Nationals,Female,31,Prepaid,LV,5,4,125,10,10,,10,9,,10,8,,
Mobily,JEDDAH,Western,Expat Arabs,Male,27,Postpaid,LV,5,5,150,10,10,,10,10,,10,8,10,10
Mobily,JIZAN,South,Nationals,Male,25,Prepaid,VHV,5,4,125,5,0,,8,8,6,8,10,10,
Mobily,JEDDAH,Western,Nationals,Male,24,Postpaid,LV,5,3,100,10,10,,10,8,10,10,,10,
Mobily,ABHA,South,Nationals,Female,50,Postpaid,MV,4,3,75,,7,,9,9,,8,,,
Mobily,Other,Others,Nationals,Male,30,Postpaid,VHV,4,4,100,8,9,,10,6,10,8,,7,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,38,Prepaid,LV,3,2,25,10,10,,10,10,,5,,,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,41,Postpaid,LV,4,4,100,9,9,,9,9,,9,8,9,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,29,Prepaid,LV,5,5,150,10,10,,10,10,,10,10,10,
Mobily,JEDDAH,Western,Expat Arabs,Male,31,Postpaid,LV,4,3,75,8,8,,7,6,,10,,,
Mobily,Other,Others,Nationals,Male,40,Prepaid,VLV,3,3,50,4,5,,5,5,,5,,7,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,34,Prepaid,VLV,5,4,125,10,10,,10,10,,10,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,40,Prepaid,VLV,5,5,150,0,10,,10,10,5,,10,10,
Mobily,AR RIYADH,Central,Expat Arabs,Male,32,Prepaid,LV,3,4,75,10,10,,10,10,,10,10,10,10
Mobily,UNAYZAH,Central,Nationals,Female,,Postpaid,HV,5,5,150,,10,,,10,10,10,9,10,
Mobily,Other,Others,Nationals,Female,22,Prepaid,VLV,2,4,50,5,3,,5,2,,,,,
Mobily,NAJRAN,South,Nationals,Male,39,Postpaid,HV,4,4,100,8,8,,8,7,8,8,7,8,7
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,40,Postpaid,HV,4,4,100,10,3,,3,10,,5,,,5
Mobily,ABHA,South,Nationals,Female,40,Postpaid,VLV,3,5,100,8,7,,7,5,,7,5,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,26,Postpaid,VLV,5,4,125,7,8,,10,10,,10,,9,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Asians,Male,42,Postpaid,VHV,3,3,50,9,7,,7,8,10,7,7,8,10
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,55,Postpaid,VHV,5,5,150,10,10,,10,10,,10,,,
Mobily,Other,Others,Nationals,Female,30,Prepaid,VLV,5,5,150,5,5,,5,10,,5,,,
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,47,Postpaid,HV,4,4,100,7,6,,7,7,,9,,,5
Mobily,JEDDAH,Western,Nationals,Female,24,Prepaid,MV,4,2,50,10,10,,10,10,,10,10,10,
Mobily,AR RIYADH,Central,Expat Arabs,Male,39,Prepaid,VLV,4,5,125,,7,,,10,,4,3,7,
Mobily,JEDDAH,Western,Nationals,Male,42,Postpaid,MV,1,1,-50,0,0,,10,0,10,5,8,7,
Mobily,AL QATIF,Eastern,Nationals,Female,39,Prepaid,VLV,4,3,75,7,10,,8,10,,9,,,
Mobily,BURAYDAH,Central,Expat Arabs,Male,29,Postpaid,LV,2,2,0,4,10,,5,4,,3,,,
Mobily,JEDDAH,Western,Expat Asians,Male,39,Postpaid,MV,4,3,75,6,7,,7,8,,9,,10,
Mobily,JEDDAH,Western,Nationals,Female,31,Prepaid,VLV,4,5,125,7,10,,10,7,,8,,,
Mobily,JEDDAH,Western,Nationals,Female,24,Prepaid,LV,5,4,125,10,8,,10,10,10,10,8,10,8
Mobily,JEDDAH,Western,Nationals,Male,37,Postpaid,VHV,4,4,100,8,8,,8,9,9,8,9,8,8
Mobily,JEDDAH,Western,Expat Asians,Male,45,Postpaid,LV,5,5,150,8,8,,9,8,8,9,7,,
Mobily,Other,Others,Expat Arabs,Male,36,Prepaid,VLV,5,4,125,8,9,,9,9,9,7,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,32,Prepaid,VLV,1,1,-50,2,5,,2,0,10,10,5,7,
Mobily,Other,Others,Nationals,Female,27,Postpaid,VLV,3,3,50,3,7,,10,5,,5,5,,
Mobily,JEDDAH,Western,Expat Arabs,Male,47,Prepaid,LV,3,1,0,7,5,,5,5,,7,5,7,
Mobily,JEDDAH,Western,Expat Asians,Male,40,Postpaid,LV,4,3,75,8,8,,5,8,,10,10,9,
Mobily,AL JUBAIL,Eastern,Expat Arabs,Male,36,Prepaid,VLV,4,3,75,0,5,,5,5,,10,,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,18,Prepaid,VLV,3,3,50,7,6,,7,6,,7,7,,9
Mobily,JEDDAH,Western,Expat Asians,Male,57,Postpaid,VLV,4,4,100,7,8,,,9,9,9,5,,5
Mobily,Other,Others,Nationals,Male,43,Prepaid,LV,1,2,-25,3,0,,2,0,,0,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,45,Prepaid,VLV,5,4,125,10,10,,10,10,10,5,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,24,Prepaid,VLV,1,1,-50,1,0,,0,0,,5,,,2
Mobily,AL JUBAIL,Eastern,Nationals,Male,30,Prepaid,HV,5,4,125,8,8,,8,8,10,10,,,8
Mobily,Other,Others,Nationals,Female,24,Postpaid,MV,3,,25,5,0,,3,4,,3,,,7
Mobily,JEDDAH,Western,Nationals,Male,27,Prepaid,VLV,5,4,125,0,10,,10,10,,5,,10,
Mobily,HAFAR AL BATIN,Eastern,Nationals,Male,28,Postpaid,MV,4,3,75,7,8,,7,7,8,7,6,9,
Mobily,AL KHUBAR,Eastern,Nationals,Male,36,Postpaid,VLV,5,5,150,10,10,,10,10,,10,10,10,
Mobily,Other,Others,Nationals,Male,18,Prepaid,LV,4,3,75,10,7,,10,7,10,8,,10,
Mobily,Other,Others,Nationals,Female,44,Postpaid,HV,3,3,50,8,6,,8,7,,7,,6,
Mobily,Other,Others,Nationals,Female,18,Prepaid,VLV,3,2,25,9,8,,6,6,,10,10,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,26,Postpaid,LV,4,5,125,10,10,,10,10,,10,10,10,
Mobily,JEDDAH,Western,Expat Arabs,Male,31,Prepaid,LV,5,5,150,10,10,,10,10,10,10,,10,
Mobily,AL KHUBAR,Eastern,Nationals,Male,27,Prepaid,LV,3,3,50,7,10,,0,10,,5,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,28,Prepaid,VLV,5,3,100,10,10,,10,10,,10,10,,10
Mobily,JEDDAH,Western,Nationals,Male,28,Postpaid,VHV,5,5,150,4,7,,8,8,,,,,
Mobily,HAIL,Northern,Nationals,Male,30,Postpaid,MV,3,3,50,5,6,,6,8,,8,,8,
Mobily,JEDDAH,Western,Nationals,Male,32,Postpaid,VLV,5,4,125,0,,,10,10,,2,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,20,Postpaid,VLV,4,3,75,10,10,,6,9,,9,,,9
Mobily,AR RIYADH,Central,Nationals,Female,28,Postpaid,VLV,5,1,50,8,8,,8,10,,10,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,45,Prepaid,VLV,4,3,75,7,7,,6,7,,7,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,18,Prepaid,LV,4,4,100,0,9,,6,,,8,,10,
Mobily,AR RIYADH,Central,Nationals,Male,54,Postpaid,MV,5,5,150,10,8,,,10,10,10,,10,
Mobily,JEDDAH,Western,Nationals,Male,26,Prepaid,LV,1,2,-25,5,5,,1,0,,1,,10,
Mobily,AR RIYADH,Central,Expat Asians,Male,36,Postpaid,LV,3,3,50,10,5,,8,6,9,10,5,9,
Mobily,AR RIYADH,Central,Nationals,Female,32,Postpaid,MV,4,3,75,8,9,,8,7,8,8,8,8,
Mobily,AR RIYADH,Central,Expat Arabs,Female,32,Prepaid,VLV,5,3,100,5,3,,10,10,10,7,,10,
Mobily,JEDDAH,Western,Nationals,Female,40,Postpaid,VLV,5,4,125,10,10,,10,8,10,10,,,
Mobily,AR RIYADH,Central,Nationals,Male,60,Prepaid,VLV,4,3,75,5,8,,10,10,,7,,,
Mobily,JEDDAH,Western,Nationals,Male,35,Prepaid,LV,5,5,150,10,10,,10,10,,10,,10,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,36,Prepaid,VLV,5,4,125,7,7,,7,7,7,6,10,8,
Mobily,Other,Others,Nationals,Male,27,Postpaid,VHV,4,4,100,10,10,,10,10,,9,,10,
Mobily,TABUK,Northern,Expat Arabs,Male,42,Prepaid,HV,5,5,150,8,10,,10,9,,8,,,
Mobily,ABHA,South,Expat Arabs,Male,29,Prepaid,MV,5,5,150,0,10,,10,5,10,8,10,10,
Mobily,AT TAIF,Western,Nationals,Male,24,Prepaid,VLV,3,2,25,5,8,,7,0,10,0,,10,
Mobily,AR RIYADH,Central,Expat Asians,Male,30,Postpaid,LV,4,4,100,9,10,,10,10,10,10,10,10,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,41,Postpaid,MV,5,4,125,10,8,8,7,10,10,,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,52,Postpaid,MV,2,2,0,6,6,,7,7,,5,7,,
Mobily,AR RIYADH,Central,Expat Asians,Male,46,Postpaid,VHV,3,2,25,7,5,,7,5,,6,5,6,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,37,Postpaid,HV,5,5,150,10,10,,10,10,,10,10,,10
Mobily,JEDDAH,Western,Nationals,Male,42,Postpaid,VHV,4,5,125,5,9,,8,7,0,8,,9,
Mobily,AR RIYADH,Central,Expat Asians,Male,40,Postpaid,VHV,5,5,150,9,9,,9,9,9,9,8,9,
Mobily,JEDDAH,Western,Expat Asians,Male,39,Postpaid,VLV,5,5,150,4,7,,5,4,8,10,10,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,60,Postpaid,HV,5,4,125,9,10,,10,9,,9,,,
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,42,Postpaid,LV,3,3,50,7,7,,3,5,0,9,6,7,
Mobily,AD DAMMAM,Eastern,Nationals,Male,30,Postpaid,VHV,3,3,50,2,4,,3,7,,5,,,
Mobily,JEDDAH,Western,Expat Asians,Male,45,Postpaid,HV,3,4,75,8,8,,10,7,,10,,8,
Mobily,JEDDAH,Western,Expat Asians,Male,50,Postpaid,VLV,5,4,125,6,7,,8,6,,10,,,
Mobily,AR RASS,Central,Nationals,Male,32,Postpaid,VHV,5,5,150,10,10,,10,10,10,10,8,,10
Mobily,JEDDAH,Western,Expat Asians,Male,48,Postpaid,VLV,5,3,100,7,7,,8,8,,9,7,9,
Mobily,AR RIYADH,Central,Expat Asians,Male,30,Postpaid,LV,4,3,75,10,10,,10,10,,10,,,10
Mobily,AL HUFUF,Eastern,Nationals,Male,47,Prepaid,VLV,4,4,100,8,7,,8,10,,10,,,
Mobily,Other,Others,Nationals,Female,30,Prepaid,MV,1,3,0,5,5,,1,6,,,,,
Mobily,AR RIYADH,Central,Nationals,Male,25,Postpaid,LV,2,3,25,5,2,,3,2,,10,1,1,7
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,52,Postpaid,MV,2,2,0,8,5,,3,2,8,8,5,,8
Mobily,BAYSH,South,Nationals,Male,35,Prepaid,LV,3,4,75,10,8,,10,10,,10,,,
Mobily,AL KHUBAR,Eastern,Nationals,Female,52,Postpaid,MV,5,5,150,9,10,,10,9,,10,,,
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,58,Postpaid,VHV,2,2,0,,,,,4,8,3,,,
Mobily,JEDDAH,Western,Expat Asians,Male,40,Postpaid,LV,4,4,100,6,5,,,5,,9,7,6,
Mobily,AR RIYADH,Central,Expat Asians,Male,40,Postpaid,VLV,4,3,75,7,7,,7,7,,8,9,8,7
Mobily,AR RIYADH,Central,Expat Asians,Male,38,Postpaid,MV,3,5,100,9,9,,,7,3,9,,10,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,27,Postpaid,LV,3,4,75,10,10,,8,9,,10,,,
Mobily,AR RIYADH,Central,Nationals,Female,24,Prepaid,VLV,4,3,75,10,8,,9,10,,10,,,
Mobily,KHAMIS MUSHAYT,South,Expat Asians,Male,38,Postpaid,MV,4,3,75,7,7,,6,8,,8,8,8,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,47,Postpaid,VHV,5,5,150,9,10,,8,10,9,10,10,,9
Mobily,Other,Others,Expat Arabs,Female,39,Postpaid,LV,1,3,0,7,1,,5,3,,9,10,,
Mobily,AR RIYADH,Central,Expat Asians,Female,35,Postpaid,VLV,3,4,75,8,9,,9,7,,8,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,34,Postpaid,LV,4,4,100,6,7,,8,7,5,9,7,9,5
Mobily,AR RIYADH,Central,Expat Asians,Male,49,Postpaid,VLV,3,4,75,5,5,,5,5,,5,8,,
Mobily,Other,Others,Nationals,Male,70,Prepaid,LV,4,5,125,8,6,,6,4,7,,,,
Mobily,JEDDAH,Western,Expat Asians,Male,36,Postpaid,MV,5,5,150,9,5,,,8,,8,,8,
Mobily,AR RIYADH,Central,Expat Asians,Male,48,Postpaid,VHV,4,,50,8,8,,4,8,,9,5,7,
Mobily,Other,Others,Expat Asians,Male,47,Postpaid,LV,3,3,50,5,5,,7,5,8,7,5,,8
Mobily,AT TAIF,Western,Expat Arabs,Male,31,Prepaid,MV,3,1,0,7,8,,2,8,,8,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,45,Prepaid,LV,3,3,50,9,7,,10,7,,5,,10,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,28,Prepaid,VLV,5,5,150,10,10,,10,10,10,10,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,48,Prepaid,MV,5,5,150,10,10,,10,10,10,10,10,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,29,Postpaid,VHV,1,3,0,0,10,,4,2,,5,10,10,
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,38,Postpaid,LV,5,5,150,10,10,,10,10,10,10,10,10,10
Mobily,AD DAMMAM,Eastern,Expat Asians,Female,48,Postpaid,VLV,4,3,75,10,10,,10,10,,10,9,,
Mobily,Other,Others,Nationals,Male,40,Postpaid,MV,5,5,150,10,7,,10,6,,10,7,10,
Mobily,Other,Others,Nationals,Male,41,Postpaid,VHV,4,3,75,7,7,,7,6,9,5,9,7,
Mobily,AR RIYADH,Central,Expat Arabs,Male,32,Prepaid,LV,4,,50,9,9,,10,5,9,7,,6,
Mobily,AR RIYADH,Central,Expat Arabs,Male,49,Postpaid,VLV,4,4,100,0,6,,6,8,8,7,5,6,
Mobily,Other,Others,Nationals,Male,26,Prepaid,VLV,4,2,50,10,7,,8,9,,5,10,8,
Mobily,AR RIYADH,Central,Nationals,Male,39,Postpaid,VLV,5,3,100,7,5,,7,8,,5,8,8,
Mobily,JEDDAH,Western,Nationals,Male,44,Prepaid,VLV,5,4,125,10,10,,9,10,,8,,,
Mobily,AL QATIF,Eastern,Nationals,Male,40,Prepaid,VLV,5,3,100,10,9,,10,8,,6,,,
Mobily,HAIL,Northern,Nationals,Female,30,Prepaid,LV,3,3,50,5,7,,2,5,7,7,5,8,
Mobily,JEDDAH,Western,Nationals,Male,30,Postpaid,VHV,5,5,150,10,9,,10,9,10,10,10,,10
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,30,Prepaid,VLV,4,1,25,10,10,,10,8,10,9,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,40,Prepaid,LV,4,4,100,10,10,,8,8,10,9,,,
Mobily,AR RIYADH,Central,Nationals,Female,32,Prepaid,VLV,3,3,50,5,5,,5,5,,5,,,
Mobily,AL KHUBAR,Eastern,Expat Arabs,Female,30,Prepaid,VLV,4,4,100,7,10,,8,7,,8,,,
Mobily,Other,Others,Nationals,Female,20,Postpaid,MV,4,5,125,10,9,,10,10,,10,,,
Mobily,JEDDAH,Western,Nationals,Male,30,Prepaid,LV,2,1,-25,0,3,,8,5,,6,,,
Mobily,Other,Others,Nationals,Male,20,Prepaid,VLV,2,2,0,4,6,,4,5,,0,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,20,Prepaid,VLV,5,4,125,10,10,,10,10,,10,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Female,34,Prepaid,VLV,3,3,50,8,,,9,7,,8,8,8,
Mobily,Other,Others,Nationals,Female,40,Postpaid,VLV,5,5,150,9,10,,10,10,10,10,10,,
Mobily,UNAYZAH,Central,Nationals,Female,40,Postpaid,VLV,2,3,25,4,5,,5,4,,9,9,9,
Mobily,AR RIYADH,Central,Nationals,Female,29,Prepaid,HV,5,5,150,5,7,,10,10,10,10,,8,10
Mobily,JEDDAH,Western,Nationals,Male,40,Postpaid,MV,4,4,100,9,10,,10,9,,9,8,10,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,35,Prepaid,VLV,4,4,100,10,10,,10,10,,10,10,,10
Mobily,Other,Others,Nationals,Female,22,Postpaid,VLV,5,3,100,10,10,,10,10,,9,10,10,10
Mobily,AR RIYADH,Central,Nationals,Male,28,Postpaid,HV,3,4,75,6,10,,10,8,10,10,,7,10
Mobily,AR RIYADH,Central,Nationals,Male,36,Postpaid,LV,3,3,50,3,9,,9,7,,8,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,27,Postpaid,MV,5,5,150,10,10,,10,10,10,10,5,10,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,23,Prepaid,VLV,5,3,100,10,10,,10,10,10,10,10,10,
Mobily,AL KHUBAR,Eastern,Nationals,Male,30,Prepaid,LV,3,1,0,8,8,,8,9,,9,,9,
Mobily,AR RIYADH,Central,Nationals,Male,,Postpaid,VHV,2,2,0,3,,,8,4,,5,,,
Mobily,TABUK,Northern,Nationals,Male,37,Prepaid,MV,4,4,100,8,9,,10,7,9,7,,,8
Mobily,JEDDAH,Western,Nationals,Male,36,Prepaid,VLV,4,4,100,10,10,,8,10,9,8,,,
Mobily,ABHA,South,Nationals,Female,33,Postpaid,MV,4,4,100,9,8,,5,8,8,10,8,10,
Mobily,AD DAMMAM,Eastern,Nationals,Male,44,Prepaid,VLV,4,2,50,5,7,,7,8,8,,6,9,8
Mobily,Other,Others,Nationals,Male,47,Postpaid,VHV,3,3,50,6,4,,8,8,8,5,6,8,
Mobily,JEDDAH,Western,Expat Arabs,Male,51,Postpaid,MV,4,5,125,8,10,,10,10,,10,,7,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,27,Postpaid,VHV,3,4,75,8,8,,8,8,,7,7,,
Mobily,Other,Others,Nationals,Male,27,Postpaid,MV,4,3,75,10,7,,9,8,10,5,8,8,9
Mobily,UNAYZAH,Central,Expat Arabs,Male,60,Postpaid,HV,4,5,125,9,5,,9,10,10,10,,,
Mobily,JEDDAH,Western,Expat Asians,Male,28,Postpaid,VHV,4,4,100,8,5,,8,2,,7,,,
Mobily,HAIL,Northern,Nationals,Male,35,Postpaid,VLV,3,2,25,5,6,6,6,5,3,6,,10,
Mobily,AD DAMMAM,Eastern,Nationals,Male,40,Postpaid,VHV,2,2,0,3,2,,0,0,4,0,1,7,
Mobily,Other,Others,Nationals,Male,28,Prepaid,VLV,5,1,50,10,10,10,10,10,10,2,,,
